,0
161,INFO_UW_ALUMNI_DISCOUNT
162,INFO_WHO_IS_MY_AGENT
163,INFO_WHY_WAS_POLICY_CANCELLED
164,INFO_srtwentytwo
165,NO
166,ST_GENERAL_REQUEST
167,ST_HELLO
168,ST_HOW_IS_ABBY
169,ST_HOW_OLD_IS_ABBY
170,ST_IS_ABBY_REAL
171,ST_THANK_YOU
172,ST_WHAT_CAN_ABBY_DO
173,ST_WHERE_DOES_ABBY_LIVE
174,YES
